Date,USDAUD
2/13/2016,1.4086
2/14/2016,1.4072
2/15/2016,1.4078
2/16/2016,1.4001
2/17/2016,1.4086
2/18/2016,1.3948
2/19/2016,1.4009
2/20/2016,1.404
2/21/2016,1.3984
2/22/2016,1.3984
2/23/2016,1.3809
2/24/2016,1.3872
2/25/2016,1.393
2/26/2016,1.3891
2/27/2016,1.4021
2/28/2016,1.4042
2/29/2016,1.4042
3/1/2016,1.399
3/2/2016,1.3942
3/3/2016,1.3757
3/4/2016,1.3584
3/5/2016,1.346
3/6/2016,1.3445
3/7/2016,1.3445
3/8/2016,1.3396
3/9/2016,1.3438
3/10/2016,1.3298
3/11/2016,1.3438
3/12/2016,1.3199
3/13/2016,1.3192
3/14/2016,1.3192
3/15/2016,1.3315
3/16/2016,1.3418
3/17/2016,1.3455
3/18/2016,1.3088
3/19/2016,1.314
3/20/2016,1.3151
3/21/2016,1.3151
3/22/2016,1.3187
3/23/2016,1.3127
3/24/2016,1.3274
3/25/2016,1.33
3/26/2016,1.3311
3/27/2016,1.3319
3/28/2016,1.3319
3/29/2016,1.3263
3/30/2016,1.3136
3/31/2016,1.3049
4/1/2016,1.303
4/2/2016,1.302
4/3/2016,1.3024
4/4/2016,1.3037
4/5/2016,1.3121
4/6/2016,1.3297
4/7/2016,1.316
4/8/2016,1.332
4/9/2016,1.3244
4/10/2016,1.3233
4/11/2016,1.3233
4/12/2016,1.3158
4/13/2016,1.3041
4/14/2016,1.3075
4/15/2016,1.2977
4/16/2016,1.2956
4/17/2016,1.2965
4/18/2016,1.2965
4/19/2016,1.2906
4/20/2016,1.2803
4/21/2016,1.2796
4/22/2016,1.2919
4/23/2016,1.2978
4/24/2016,1.2968
4/25/2016,1.2968
4/26/2016,1.2959
4/27/2016,1.2914
4/28/2016,1.3161
4/29/2016,1.3078
4/30/2016,1.3168
5/1/2016,1.315
5/2/2016,1.315
5/3/2016,1.305
5/4/2016,1.3329
5/5/2016,1.3411
5/6/2016,1.3398
5/7/2016,1.3584
5/8/2016,1.3574
5/9/2016,1.3574
5/10/2016,1.3677
5/11/2016,1.3603
5/12/2016,1.3527
5/13/2016,1.366
5/14/2016,1.3746
5/15/2016,1.3699
5/16/2016,1.3699
5/17/2016,1.372
5/18/2016,1.3629
5/19/2016,1.3705
5/20/2016,1.3845
5/21/2016,1.3839
5/22/2016,1.3841
5/23/2016,1.3824
5/24/2016,1.3847
5/25/2016,1.394
5/26/2016,1.3896
5/27/2016,1.3858
5/28/2016,1.3915
5/29/2016,1.3901
5/30/2016,1.3918
5/31/2016,1.3916
6/1/2016,1.3826
6/2/2016,1.3789
6/3/2016,1.3839
6/4/2016,1.3606
6/5/2016,1.3776
6/6/2016,1.3776
6/7/2016,1.3575
6/8/2016,1.3427
6/9/2016,1.3391
6/10/2016,1.3446
6/11/2016,1.356
6/12/2016,1.3514
6/13/2016,1.3514
6/14/2016,1.3531
6/15/2016,1.3586
6/16/2016,1.3494
6/17/2016,1.3586
6/18/2016,1.3523
6/19/2016,1.3521
6/20/2016,1.3521
6/21/2016,1.3411
6/22/2016,1.3396
6/23/2016,1.3346
6/24/2016,1.3164
6/25/2016,1.3356
6/26/2016,1.3354
6/27/2016,1.3354
6/28/2016,1.3635
6/29/2016,1.3582
6/30/2016,1.3468
7/1/2016,1.3455
7/2/2016,1.3357
7/3/2016,1.3334
7/4/2016,1.3334
7/5/2016,1.3264
7/6/2016,1.3406
7/7/2016,1.3338
7/8/2016,1.337
7/9/2016,1.3231
7/10/2016,1.3211
7/11/2016,1.3211
7/12/2016,1.3277
7/13/2016,1.3085
7/14/2016,1.3131
7/15/2016,1.3096
7/16/2016,1.3165
7/17/2016,1.3195
7/18/2016,1.3195
7/19/2016,1.3166
7/20/2016,1.3326
7/21/2016,1.3369
7/22/2016,1.3356
7/23/2016,1.3413
7/24/2016,1.3395
7/25/2016,1.3395
7/26/2016,1.339
7/27/2016,1.331
7/28/2016,1.3396
7/29/2016,1.3317
7/30/2016,1.3166
7/31/2016,1.3164
8/1/2016,1.3164
8/2/2016,1.3218
8/3/2016,1.3151
8/4/2016,1.3181
8/5/2016,1.3107
8/6/2016,1.3123
8/7/2016,1.3124
8/8/2016,1.3124
8/9/2016,1.306
8/10/2016,1.3041
8/11/2016,1.2948
8/12/2016,1.2978
8/13/2016,1.3072
8/14/2016,1.3078
8/15/2016,1.3078
8/16/2016,1.3018
8/17/2016,1.2979
8/18/2016,1.3107
8/19/2016,1.3014
8/20/2016,1.313
8/21/2016,1.3115
8/22/2016,1.3113
8/23/2016,1.3116
8/24/2016,1.3103
8/25/2016,1.314
8/26/2016,1.3138
8/27/2016,1.3176
8/28/2016,1.3115
8/29/2016,1.3223
8/30/2016,1.3196
8/31/2016,1.3324
9/1/2016,1.3305
9/2/2016,1.3233
9/3/2016,1.3222
9/4/2016,1.3211
9/5/2016,1.3209
9/6/2016,1.3182
9/7/2016,1.3018
9/8/2016,1.304
9/9/2016,1.3078
9/10/2016,1.3249
9/11/2016,1.3265
9/12/2016,1.3289
9/13/2016,1.339
9/14/2016,1.3386
9/15/2016,1.3377
9/16/2016,1.3316
9/17/2016,1.3359
9/18/2016,1.3346
9/19/2016,1.3348
9/20/2016,1.3258
9/21/2016,1.3259
9/22/2016,1.3193
9/23/2016,1.3089
9/24/2016,1.3133
9/25/2016,1.3117
9/26/2016,1.3117
9/27/2016,1.3089
9/28/2016,1.3045
9/29/2016,1.3037
9/30/2016,1.3093
10/1/2016,1.3045
10/2/2016,1.3056
10/3/2016,1.3056
10/4/2016,1.3047
10/5/2016,1.3135
10/6/2016,1.3121
10/7/2016,1.3196
10/8/2016,1.3212
10/9/2016,1.3186
10/10/2016,1.3145
10/11/2016,1.3272
10/12/2016,1.3212
10/13/2016,1.3203
10/14/2016,1.3111
10/15/2016,1.3129
10/16/2016,1.3128
10/17/2016,1.3115
10/18/2016,1.3034
10/19/2016,1.2949
10/20/2016,1.3103
10/21/2016,1.3158
10/22/2016,1.3148
10/23/2016,1.3148
10/24/2016,1.3159
10/25/2016,1.3074
10/26/2016,1.3068
10/27/2016,1.3172
10/28/2016,1.3179
10/29/2016,1.3161
10/30/2016,1.3178
10/31/2016,1.3152
11/1/2016,1.3086
11/2/2016,1.303
11/3/2016,1.3029
11/4/2016,1.3026
11/5/2016,1.3032
11/6/2016,1.3027
11/7/2016,1.299
11/8/2016,1.2935
11/9/2016,1.3033
11/10/2016,1.3166
11/11/2016,1.324
11/12/2016,1.324
11/13/2016,1.324
11/14/2016,1.326
11/15/2016,1.3267
11/16/2016,1.3352
11/17/2016,1.341
11/18/2016,1.3621
11/19/2016,1.3621
11/20/2016,1.3627
11/21/2016,1.3596
11/22/2016,1.3534
11/23/2016,1.3538
11/24/2016,1.3489
11/25/2016,1.3465
11/26/2016,1.3432
11/27/2016,1.3446
11/28/2016,1.3372
11/29/2016,1.3397
11/30/2016,1.3538
12/1/2016,1.3493
12/2/2016,1.3431
12/3/2016,1.3409
12/4/2016,1.3422
12/5/2016,1.3375
12/6/2016,1.3412
12/7/2016,1.3375
12/8/2016,1.343
12/9/2016,1.3438
12/10/2016,1.342
12/11/2016,1.3423
12/12/2016,1.3352
12/13/2016,1.3339
12/14/2016,1.3304
12/15/2016,1.3624
12/16/2016,1.3688
12/17/2016,1.3704
12/18/2016,1.3704
12/19/2016,1.3764
12/20/2016,1.3792
12/21/2016,1.3803
12/22/2016,1.3859
12/23/2016,1.3935
12/24/2016,1.3906
12/25/2016,1.3906
12/26/2016,1.3894
12/27/2016,1.3914
12/28/2016,1.3918
12/29/2016,1.3854
12/30/2016,1.3828
12/31/2016,1.3873
1/1/2017,1.3873
1/2/2017,1.3918
1/3/2017,1.3827
1/4/2017,1.3758
1/5/2017,1.3638
1/6/2017,1.3696
1/7/2017,1.3703
1/8/2017,1.3693
1/9/2017,1.358
1/10/2017,1.3563
1/11/2017,1.3507
1/12/2017,1.3322
1/13/2017,1.3366
1/14/2017,1.3336
1/15/2017,1.3362
1/16/2017,1.3378
1/17/2017,1.326
1/18/2017,1.3245
1/19/2017,1.3249
1/20/2017,1.3253
1/21/2017,1.3237
1/22/2017,1.3237
1/23/2017,1.322
1/24/2017,1.3186
1/25/2017,1.321
1/26/2017,1.3285
1/27/2017,1.3249
1/28/2017,1.3244
1/29/2017,1.3244
1/30/2017,1.3229
1/31/2017,1.3194
2/1/2017,1.322
2/2/2017,1.3033
2/3/2017,1.3014
2/4/2017,1.3014
2/5/2017,1.3023
2/6/2017,1.3084
2/7/2017,1.3094
2/8/2017,1.3079
2/9/2017,1.3119
2/10/2017,1.3013
2/11/2017,1.3026
2/12/2017,1.3029
2/13/2017,1.3091
2/14/2017,1.3093
2/15/2017,1.2977
2/16/2017,1.2999
2/17/2017,1.3055
2/18/2017,1.3035
2/19/2017,1.3048
2/20/2017,1.3011
2/21/2017,1.3037
2/22/2017,1.3014
2/23/2017,1.2956
2/24/2017,1.3016
2/25/2017,1.3029
2/26/2017,1.3029
2/27/2017,1.3001
2/28/2017,1.3003
3/1/2017,1.3044
3/2/2017,1.3197
3/3/2017,1.3225
3/4/2017,1.3165
3/5/2017,1.3165
3/6/2017,1.3194
3/7/2017,1.3155
3/8/2017,1.3253
3/9/2017,1.3303
3/10/2017,1.3276
3/11/2017,1.326
3/12/2017,1.3258
3/13/2017,1.3189
3/14/2017,1.3215
3/15/2017,1.317
3/16/2017,1.3025
3/17/2017,1.2988
3/18/2017,1.2982
3/19/2017,1.2992
3/20/2017,1.2934
3/21/2017,1.2965
3/22/2017,1.3033
3/23/2017,1.3093
3/24/2017,1.3116
3/25/2017,1.3117
3/26/2017,1.3117
3/27/2017,1.3115
3/28/2017,1.3083
3/29/2017,1.3054
3/30/2017,1.3051
3/31/2017,1.3079
4/2/2017,1.3108
4/3/2017,1.3153
4/4/2017,1.3225
4/5/2017,1.3214
4/6/2017,1.3255
4/7/2017,1.3316
4/8/2017,1.3336
4/9/2017,1.3336
4/10/2017,1.3332
4/11/2017,1.3324
4/12/2017,1.3373
4/13/2017,1.3186
4/14/2017,1.32
4/15/2017,1.3191
4/16/2017,1.3196
4/17/2017,1.3158
4/18/2017,1.3245
4/19/2017,1.3337
4/20/2017,1.3274
4/21/2017,1.326
4/22/2017,1.3256
4/23/2017,1.3256
4/24/2017,1.3231
4/25/2017,1.3279
4/26/2017,1.3409
4/27/2017,1.3408
4/28/2017,1.3369
4/29/2017,1.3353
4/30/2017,1.3353
5/1/2017,1.3284
5/2/2017,1.3292
5/4/2017,1.351
5/5/2017,1.3487
5/6/2017,1.3482
5/7/2017,1.3482
5/8/2017,1.3541
5/9/2017,1.3621
5/10/2017,1.3561
5/11/2017,1.3565
5/12/2017,1.3532
5/13/2017,1.3536
5/14/2017,1.354
5/15/2017,1.348
5/16/2017,1.3459
5/17/2017,1.3468
5/18/2017,1.3454
5/20/2017,1.3409
5/21/2017,1.3413
5/22/2017,1.3377
5/23/2017,1.3363
5/24/2017,1.3392
5/25/2017,1.3388
5/26/2017,1.3434
5/27/2017,1.3426
5/28/2017,1.3426
5/29/2017,1.3435
5/30/2017,1.3398
5/31/2017,1.3448
6/1/2017,1.3547
6/2/2017,1.3447
6/3/2017,1.3439
6/4/2017,1.3439
6/5/2017,1.3359
6/6/2017,1.331
6/7/2017,1.3246
6/8/2017,1.3256
6/9/2017,1.3274
6/10/2017,1.3283
6/11/2017,1.3285
6/12/2017,1.3277
6/13/2017,1.3266
6/14/2017,1.3126
6/15/2017,1.3198
6/16/2017,1.3114
6/17/2017,1.3123
6/18/2017,1.3123
6/19/2017,1.3158
6/20/2017,1.3201
6/21/2017,1.3251
6/22/2017,1.3256
6/23/2017,1.32
6/24/2017,1.3212
6/25/2017,1.3212
6/26/2017,1.3177
6/27/2017,1.3181
6/28/2017,1.3093
6/29/2017,1.3035
6/30/2017,1.3025
7/1/2017,1.3005
7/2/2017,1.3005
7/3/2017,1.3066
7/4/2017,1.3143
7/5/2017,1.3175
7/6/2017,1.3185
7/7/2017,1.3148
7/8/2017,1.3151
7/9/2017,1.3157
7/10/2017,1.3159
7/11/2017,1.3119
7/12/2017,1.3031
7/13/2017,1.2947
7/14/2017,1.2801
7/15/2017,1.2765
7/16/2017,1.2765
7/17/2017,1.2808
7/18/2017,1.2638
7/19/2017,1.2579
7/20/2017,1.2555
7/21/2017,1.2644
7/22/2017,1.2637
7/23/2017,1.2637
7/24/2017,1.2621
7/25/2017,1.258
7/26/2017,1.262
7/27/2017,1.2546
7/28/2017,1.2522
7/29/2017,1.2522
7/30/2017,1.2522
7/31/2017,1.253
8/1/2017,1.2544
8/2/2017,1.2535
8/3/2017,1.2591
8/4/2017,1.2622
8/5/2017,1.2611
8/6/2017,1.2624
8/7/2017,1.2644
8/8/2017,1.2651
8/9/2017,1.2704
8/10/2017,1.2678
8/11/2017,1.2673
8/12/2017,1.2669
8/13/2017,1.2669
8/14/2017,1.2715
8/15/2017,1.279
8/16/2017,1.2683
8/17/2017,1.2637
8/18/2017,1.2598
8/19/2017,1.2615
8/20/2017,1.2613
8/21/2017,1.2599
8/23/2017,1.2675
8/24/2017,1.265
8/25/2017,1.2598
8/26/2017,1.2607
8/27/2017,1.2606
8/28/2017,1.2574
8/29/2017,1.2554
8/30/2017,1.266
8/31/2017,1.2617
9/1/2017,1.2534
9/2/2017,1.2549
9/3/2017,1.2542
9/4/2017,1.258
9/5/2017,1.2509
9/6/2017,1.2489
9/7/2017,1.2451
9/8/2017,1.239
9/9/2017,1.2416
9/10/2017,1.2411
9/11/2017,1.2452
9/12/2017,1.2454
9/13/2017,1.2541
9/14/2017,1.2537
9/15/2017,1.2494
9/16/2017,1.2495
9/17/2017,1.2495
9/18/2017,1.2573
9/19/2017,1.2507
9/20/2017,1.238
9/21/2017,1.2604
9/22/2017,1.2561
9/23/2017,1.2565
9/24/2017,1.2558
9/25/2017,1.2588
9/26/2017,1.2698
9/27/2017,1.2712
9/28/2017,1.2749
9/29/2017,1.2749
10/1/2017,1.2757
10/2/2017,1.2777
10/3/2017,1.2775
10/4/2017,1.273
10/5/2017,1.2818
10/6/2017,1.2875
10/7/2017,1.287
10/8/2017,1.287
10/9/2017,1.2881
10/10/2017,1.2842
10/11/2017,1.2864
10/12/2017,1.2784
10/14/2017,1.2673
10/15/2017,1.2676
10/16/2017,1.2722
10/17/2017,1.2755
10/18/2017,1.2747
10/19/2017,1.2699
10/20/2017,1.2788
10/21/2017,1.279
10/22/2017,1.2793
10/23/2017,1.2812
10/24/2017,1.2857
10/25/2017,1.2993
10/26/2017,1.3021
10/27/2017,1.3056
10/28/2017,1.3021
10/29/2017,1.3021
10/30/2017,1.3025
10/31/2017,1.3061
11/1/2017,1.3031
11/2/2017,1.2959
11/3/2017,1.3084
11/4/2017,1.3071
11/5/2017,1.3071
11/6/2017,1.3031
11/7/2017,1.3101
11/8/2017,1.3028
11/9/2017,1.3046
11/10/2017,1.3061
11/11/2017,1.3052
11/12/2017,1.3052
11/13/2017,1.3118
11/14/2017,1.3107
11/15/2017,1.3197
11/16/2017,1.3176
11/17/2017,1.3229
11/18/2017,1.3218
11/19/2017,1.3216
11/20/2017,1.3244
11/21/2017,1.3182
11/22/2017,1.3178
11/23/2017,1.3112
11/24/2017,1.3122
11/25/2017,1.3131
11/26/2017,1.3131
11/27/2017,1.3147
11/28/2017,1.3126
11/29/2017,1.3205
11/30/2017,1.3201
12/1/2017,1.3111
12/2/2017,1.3141
12/3/2017,1.3138
12/4/2017,1.3162
12/5/2017,1.3154
12/6/2017,1.3221
12/7/2017,1.3286
12/8/2017,1.3319
12/9/2017,1.332
12/11/2017,1.3264
12/12/2017,1.3247
12/13/2017,1.3151
12/14/2017,1.3035
12/15/2017,1.3075
12/16/2017,1.3081
12/17/2017,1.3079
12/18/2017,1.303
12/19/2017,1.3076
12/20/2017,1.3028
12/21/2017,1.2988
12/22/2017,1.2965
12/23/2017,1.2966
12/24/2017,1.2966
12/25/2017,1.2935
12/26/2017,1.2945
12/27/2017,1.2869
12/28/2017,1.2832
12/29/2017,1.28
12/30/2017,1.2818
12/31/2017,1.2809
1/1/2018,1.2806
1/2/2018,1.2779
1/3/2018,1.276
1/4/2018,1.2732
1/5/2018,1.2725
1/6/2018,1.2718
1/7/2018,1.2718
1/8/2018,1.276
1/9/2018,1.2784
1/10/2018,1.2754
1/11/2018,1.2689
1/12/2018,1.2676
1/13/2018,1.2648
1/14/2018,1.2648
1/15/2018,1.2542
1/16/2018,1.2569
1/17/2018,1.2527
1/18/2018,1.2512
1/19/2018,1.2502
1/20/2018,1.2516
1/21/2018,1.2516
1/22/2018,1.2494
1/23/2018,1.2521
1/24/2018,1.2398
1/25/2018,1.2366
1/26/2018,1.2342
1/27/2018,1.2332
1/28/2018,1.2332
1/29/2018,1.2368
1/30/2018,1.2379
1/31/2018,1.2394
2/1/2018,1.2458
2/2/2018,1.2598
2/3/2018,1.2612
2/4/2018,1.2612
2/5/2018,1.2624
2/6/2018,1.2696
2/7/2018,1.2755
2/8/2018,1.2839
2/9/2018,1.28
2/10/2018,1.28
2/11/2018,1.28
2/12/2018,1.2768
2/13/2018,1.2732
2/14/2018,1.2703
2/15/2018,1.2639
2/16/2018,1.2616
2/17/2018,1.2649
2/18/2018,1.2649
2/19/2018,1.2635
2/20/2018,1.2658
2/21/2018,1.277
2/22/2018,1.2737
2/23/2018,1.2778
2/24/2018,1.275
2/25/2018,1.275
2/26/2018,1.2746
2/27/2018,1.2813
2/28/2018,1.2827
3/1/2018,1.2885
3/2/2018,1.2896
3/3/2018,1.2889
